0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.086,0.947,-0.147,0.000,0.000,0.000,1.000,1.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.080,0.970,-0.158,0.000,0.000,0.000,2.000,1.000,12.970,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.077,0.977,-0.162,0.000,0.000,0.000,3.000,1.000,2.587,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.076,0.980,-0.166,0.000,0.000,0.000,4.000,1.000,6.221,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.076,0.981,-0.167,0.183,0.214,-0.061,5.000,1.000,2.587,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.077,0.982,-0.169,-0.397,0.763,-0.793,6.000,1.000,2.702,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.078,0.984,-0.177,-0.793,0.519,-0.977,7.000,1.000,2.307,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.077,0.984,-0.174,-0.763,0.488,-0.916,8.000,1.000,3.590,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.076,0.984,-0.173,-0.763,0.519,-0.916,9.000,1.000,7.129,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.077,0.984,-0.173,-0.702,0.427,-0.793,10.000,1.000,0.024,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.079,0.986,-0.173,-0.732,0.549,-0.671,11.000,1.000,12.294,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.078,0.989,-0.173,-0.793,0.458,-0.488,12.000,1.000,0.039,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.080,0.992,-0.176,-0.763,0.427,-0.397,13.000,1.000,1.775,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.080,0.990,-0.176,-0.793,0.275,-0.336,14.000,1.000,2.911,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.080,0.988,-0.176,-0.763,0.244,-0.305,15.000,1.000,3.428,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.079,0.989,-0.178,-0.702,0.031,-0.214,16.000,1.000,4.477,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.078,0.990,-0.175,-0.702,0.092,-0.092,17.000,1.000,0.016,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.076,0.990,-0.174,-0.763,-0.031,-0.061,18.000,1.000,8.095,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.077,0.990,-0.175,-0.732,-0.031,-0.061,19.000,1.000,4.424,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.077,0.989,-0.176,-0.732,-0.031,-0.122,20.000,1.000,0.033,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.077,0.987,-0.176,-0.824,-0.031,-0.153,21.000,1.000,1.618,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.074,0.987,-0.174,-0.793,0.031,-0.214,22.000,1.000,13.751,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.073,0.989,-0.175,-0.671,0.092,-0.183,23.000,1.000,5.610,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.071,0.988,-0.179,-0.671,0.214,-0.092,24.000,1.000,0.033,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.071,0.988,-0.175,-0.671,0.397,-0.122,25.000,1.000,1.885,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.071,0.987,-0.180,-0.732,0.458,-0.153,26.000,1.000,2.755,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.069,0.990,-0.179,-0.793,0.458,-0.122,27.000,1.000,8.959,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.067,0.989,-0.178,-0.763,0.549,-0.092,28.000,1.000,5.177,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.067,0.990,-0.179,-0.793,0.793,-0.122,29.000,1.000,0.033,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.067,0.989,-0.180,-0.793,0.854,-0.092,30.000,1.000,1.903,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.069,0.989,-0.178,-0.824,0.946,-0.061,31.000,1.000,6.185,0.000
